var,country,country_name,code,region,city,airport,latitude,longitude
IataKPY,us,United States,kpy,Alaska,Port Bailey,Port Bailey Seaplane Base,57.9301,-153.041
IataKQA,us,United States,kqa,Alaska,Akutan,Akutan Seaplane Base,54.1338,-165.779
IataKSM,us,United States,ksm,Alaska,St Mary's,St. Mary's Airport,62.0605,-163.302
IataKTB,us,United States,ktb,Alaska,Thorne Bay,Thorne Bay Seaplane Base,55.688,-132.537
IataKTH,us,United States,kth,Alaska,Tikchik,Tikchik Lodge Seaplane Base,59.9632,-158.477
IataKTN,us,United States,ktn,Alaska,Ketchikan,Ketchikan International Airport,55.3556,-131.714
IataKTS,us,United States,kts,Alaska,Brevig Mission,Brevig Mission Airport,65.3313,-166.466
IataKUK,us,United States,kuk,Alaska,Kasigluk,Kasigluk Airport,60.8744,-162.524
IataKVC,us,United States,kvc,Alaska,King Cove,King Cove Airport,55.1163,-162.266
IataKVL,us,United States,kvl,Alaska,Kivalina,Kivalina Airport,67.7362,-164.563
IataKWF,us,United States,kwf,Alaska,Waterfall,Waterfall Seaplane Base,55.2963,-133.243
IataKWK,us,United States,kwk,Alaska,Kwigillingok,Kwigillingok Airport,59.8765,-163.169
IataKWN,us,United States,kwn,Alaska,Quinhagak,Quinhagak Airport,59.7551,-161.845
IataKWP,us,United States,kwp,Alaska,West Point,West Point Village Seaplane Base,57.7701,-153.549
IataKWT,us,United States,kwt,Alaska,Kwethluk,Kwethluk Airport,60.7903,-161.444
IataKXA,us,United States,kxa,Alaska,Kasaan,Kasaan Seaplane Base,55.5374,-132.398
IataKYK,us,United States,kyk,Alaska,Karluk,Karluk Airport,57.5671,-154.45
IataKYO,us,United States,kyo,Florida,Tampa,Tampa North Aero Park,28.2213,-82.3745
IataKYU,us,United States,kyu,Alaska,Koyukuk,Koyukuk Airport,64.8761,-157.727
IataKZB,us,United States,kzb,Alaska,Zachar Bay,Zachar Bay Seaplane Base,57.553,-153.746
IataLAA,us,United States,laa,Colorado,Lamar,Lamar Municipal Airport,38.0697,-102.688
IataLAF,us,United States,laf,Indiana,Lafayette,Purdue University Airport,40.4123,-86.9369
IataLAL,us,United States,lal,Florida,Lakeland,Lakeland Linder International Airport,27.9889,-82.0186
IataLAM,us,United States,lam,New Mexico,Los Alamos,Los Alamos County Airport,35.8798,-106.269
IataLAN,us,United States,lan,Michigan,Lansing,Capital Region International Airport,42.7787,-84.5874
IataLAR,us,United States,lar,Wyoming,Laramie,Laramie Regional Airport,41.3121,-105.675
IataLAS,us,United States,las,Nevada,Las Vegas,Harry Reid International Airport,36.0801,-115.152
IataLAW,us,United States,law,Oklahoma,Lawton,Lawton-Fort Sill Regional Airport,34.5677,-98.4166
IataLAX,us,United States,lax,California,Los Angeles,Los Angeles International Airport,33.9425,-118.408
IataLBB,us,United States,lbb,Texas,Lubbock,Lubbock Preston Smith International Airport,33.6636,-101.823
IataLBE,us,United States,lbe,Pennsylvania,Latrobe,Arnold Palmer Regional Airport,40.2759,-79.4048
IataLBF,us,United States,lbf,Nebraska,North Platte,North Platte Regional Airport (Lee Bird Field),41.1262,-100.684
IataLBL,us,United States,lbl,Kansas,Liberal,Liberal Mid-America Regional Airport,37.0442,-100.96
IataLBT,us,United States,lbt,North Carolina,Lumberton,Lumberton Municipal Airport,34.6099,-79.0594
IataLCH,us,United States,lch,Louisiana,Lake Charles,Lake Charles Regional Airport,30.1261,-93.2233
IataLCI,us,United States,lci,New Hampshire,Laconia,Laconia Municipal Airport,43.5727,-71.4189
IataLCK,us,United States,lck,Ohio,Columbus,Rickenbacker International Airport,39.8138,-82.9278
IataLCQ,us,United States,lcq,Florida,Lake City,Lake City Gateway Airport,30.182,-82.5769
IataLDJ,us,United States,ldj,New Jersey,Linden,Linden Airport,40.6174,-74.2446
IataLDM,us,United States,ldm,Michigan,Ludington,Mason County Airport,43.9625,-86.4079
IataLEB,us,United States,leb,New Hampshire,Lebanon,Lebanon Municipal Airport,43.6261,-72.3042
IataLEE,us,United States,lee,Florida,Leesburg,Leesburg International Airport,28.8231,-81.8087
IataLEM,us,United States,lem,South Dakota,Lemmon,Lemmon Municipal Airport,45.9187,-102.106
IataLEW,us,United States,lew,Maine,Auburn,Auburn/Lewiston Municipal Airport,44.0485,-70.2835
IataLEX,us,United States,lex,Kentucky,Lexington,Blue Grass Airport,38.0365,-84.6059
IataLFI,us,United States,lfi,Virginia,Hampton,Langley Air Force Base,37.0829,-76.3605
IataLFK,us,United States,lfk,Texas,Lufkin,Angelina County Airport,31.234,-94.75
IataLFN,us,United States,lfn,North Carolina,Louisburg,Triangle North Executive Airport (Franklin County Airport),36.0233,-78.3303
IataLFT,us,United States,lft,Louisiana,Lafayette,Lafayette Regional Airport,30.2053,-91.9876
IataLGA,us,United States,lga,New York,New York City,LaGuardia Airport,40.775,-73.875
IataLGB,us,United States,lgb,California,Long Beach,Long Beach Airport,33.8177,-118.152
IataLGC,us,United States,lgc,Georgia,LaGrange,LaGrange Callaway Airport,33.0089,-85.0726
IataLGD,us,United States,lgd,Oregon,La Grande,La Grande/Union County Airport,45.2902,-118.007
IataLGF,us,United States,lgf,Arizona,Yuma Proving Ground(Yuma),Laguna Army Airfield,32.86,-114.397
IataLGU,us,United States,lgu,Utah,Logan,Logan-Cache Airport,41.7912,-111.852
IataLHV,us,United States,lhv,Pennsylvania,Lock Haven,William T. Piper Memorial Airport,41.1356,-77.4223
IataLIC,us,United States,lic,Colorado,Limon,Limon Municipal Airport,39.2748,-103.666
IataLIH,us,United States,lih,Hawaii,Līhuʻe,Lihue Airport,21.976,-159.339
IataLIT,us,United States,lit,Arkansas,Little Rock,Clinton National Airport (Adams Field),34.7294,-92.2243
IataLIV,us,United States,liv,Alaska,Livengood,Livengood Camp Airport,65.467,-148.653
IataLIY,us,United States,liy,Georgia,Hinesville,MidCoast Regional Airport at Wright Army Airfield,31.8891,-81.5623
IataLIZ,us,United States,liz,Maine,Limestone,Loring International Airport,46.9504,-67.8859
IataLJN,us,United States,ljn,Texas,Angleton,Texas Gulf Coast Regional Airport,29.1086,-95.4621
IataLKE,us,United States,lke,Washington,Seattle,Kenmore Air Harbor Seaplane Base (Seattle Lake Union SPB),47.629,-122.339
IataLKK,us,United States,lkk,Alaska,Kulik Lake,Kulik Lake Airport,58.9821,-155.121
IataLKP,us,United States,lkp,New York,Lake Placid,Lake Placid Airport,44.2645,-73.9619
IataLKV,us,United States,lkv,Oregon,Lakeview,Lake County Airport,42.1611,-120.399
IataLLX,us,United States,llx,Vermont,Caledonia County,Caledonia County Airport,44.5691,-72.018
IataLLY,us,United States,lly,New Jersey,Mount Holly,South Jersey Regional Airport,39.9429,-74.8457
IataLMA,us,United States,lma,Alaska,Lake Minchumina,Lake Minchumina Airport,63.886,-152.302
IataLMS,us,United States,lms,Mississippi,Louisville,Louisville Winston County Airport,33.1462,-89.0625
IataLMT,us,United States,lmt,Oregon,Klamath Falls,Klamath Falls Airport,42.1561,-121.733
IataLNA,us,United States,lna,Florida,West Palm Beach,Palm Beach County Park Airport,26.593,-80.0851
IataLND,us,United States,lnd,Wyoming,Lander,Hunt Field,42.8152,-108.73
IataLNI,us,United States,lni,Alaska,Point Lonely,Point Lonely Short Range Radar Site,70.9107,-153.242
IataLNK,us,United States,lnk,Nebraska,Lincoln,Lincoln Airport,40.851,-96.7592
IataLNN,us,United States,lnn,Ohio,Willoughby,Lost Nation Airport,41.684,-81.3897
IataLNP,us,United States,lnp,Virginia,Wise,Lonesome Pine Airport,36.9875,-82.53
IataLNR,us,United States,lnr,Wisconsin,Lone Rock,Tri-County Regional Airport,43.2117,-90.1816
IataLNS,us,United States,lns,Pennsylvania,Lancaster,Lancaster Airport,40.1217,-76.2961
IataLNY,us,United States,lny,Hawaii,Lanai City,Lanai Airport,20.7856,-156.951
IataLOL,us,United States,lol,Nevada,Lovelock,Derby Field,40.0664,-118.565
IataLOT,us,United States,lot,Illinois,Chicago,Lewis University Airport,41.6073,-88.0962
IataLOU,us,United States,lou,Kentucky,Louisville,Bowman Field,38.228,-85.6637
IataLOW,us,United States,low,Virginia,Louisa,Louisa County Airport (Freeman Field),38.0098,-77.9701
IataLOZ,us,United States,loz,Kentucky,London,London-Corbin Airport (Magee Field),37.0822,-84.0849
IataLPC,us,United States,lpc,California,Lompoc,Lompoc Airport,34.6656,-120.468
IataLPO,us,United States,lpo,Indiana,La Porte,La Porte Municipal Airport,41.5725,-86.7345
IataLPS,us,United States,lps,Washington,Lopez,Fishermans Bay/LPS Seaplane Base,48.4839,-122.938
IataLQK,us,United States,lqk,South Dakota,Pickens,Pickens County Airport,34.81,-82.7029
IataLRD,us,United States,lrd,Texas,Laredo,Laredo International Airport,27.5438,-99.4616
IataLRF,us,United States,lrf,Arkansas,Jacksonville,Little Rock Air Force Base,34.9169,-92.1497
IataLRJ,us,United States,lrj,Iowa,Le Mars,Le Mars Municipal Airport,42.778,-96.1937
IataLRO,us,United States,lro,California,Mount Pleasant,,37.8379,-121.2728
IataLRU,us,United States,lru,New Mexico,Las Cruces,Las Cruces International Airport,32.2894,-106.922
IataLSB,us,United States,lsb,New Mexico,Lordsburg,Lordsburg Municipal Airport,32.3335,-108.692
IataLSE,us,United States,lse,Wisconsin,La Crosse,La Crosse Regional Airport,43.879,-91.2567
IataLSF,us,United States,lsf,Georgia,Fort Benning,Lawson Army Airfield,32.3373,-84.9913
IataLSK,us,United States,lsk,Wyoming,Lusk,Lusk Municipal Airport,42.7538,-104.405
IataLSN,us,United States,lsn,California,Los Banos,Los Banos Municipal Airport,37.0629,-120.869
IataLSV,us,United States,lsv,Nevada,Las Vegas,Nellis Air Force Base,36.2362,-115.034
IataLTS,us,United States,lts,Oklahoma,Altus,Altus Air Force Base,34.6671,-99.2667
IataLTW,us,United States,ltw,Maryland,California,St. Mary's County Regional Airport (Captain Walter Francis Duke Regional Airport),38.3154,-76.5501
IataLUF,us,United States,luf,Arizona,Glendale,Luke Air Force Base,33.535,-112.383
IataLUK,us,United States,luk,Ohio,Cincinnati,Cincinnati Municipal Airport (Lunken Field),39.1033,-84.4186
IataLUL,us,United States,lul,Mississippi,Laurel,Hesler-Noble Field,31.6726,-89.1722
IataLUP,us,United States,lup,Hawaii,Kalaupapa,Kalaupapa Airport,21.211,-156.974
IataLUR,us,United States,lur,Alaska,Cape Lisburne,Cape Lisburne LRRS Airport,68.8751,-166.11
IataLVD,us,United States,lvd,Alaska,Lime Village,Lime Village Airport,61.3591,-155.44
IataLVK,us,United States,lvk,California,Livermore,Livermore Municipal Airport,37.6934,-121.82
IataLVL,us,United States,lvl,Virginia,Lawrenceville,Lawrenceville/Brunswick Municipal Airport,36.7728,-77.7943
IataLVM,us,United States,lvm,Montana,Livingston,Mission Field,45.6994,-110.448
IataLVS,us,United States,lvs,New Mexico,Las Vegas,Las Vegas Municipal Airport,35.6542,-105.142
IataLWB,us,United States,lwb,West Virginia,Lewisburg,Greenbrier Valley Airport,37.8583,-80.3995
IataLWC,us,United States,lwc,Kansas,Lawrence,Lawrence Regional Airport,39.0112,-95.2166
IataLWL,us,United States,lwl,Nevada,Wells,Wells Municipal Airport (Harriet Field),41.1171,-114.922
IataLWM,us,United States,lwm,Massachusetts,Lawrence,Lawrence Municipal Airport,42.7172,-71.1234
IataLWS,us,United States,lws,Idaho,Lewiston,Lewiston-Nez Perce County Airport,46.3745,-117.015
IataLWT,us,United States,lwt,Montana,Lewistown,Lewistown Municipal Airport,47.0493,-109.467
IataLWV,us,United States,lwv,Illinois,Lawrenceville,Lawrenceville-Vincennes International Airport,38.7643,-87.6055
IataLXN,us,United States,lxn,Nebraska,Lexington,Jim Kelly Field,40.791,-99.7773
IataLXV,us,United States,lxv,Colorado,Leadville,Lake County Airport,39.2203,-106.317
IataLYH,us,United States,lyh,Virginia,Lynchburg,Lynchburg Regional Airport (Preston Glenn Field),37.3267,-79.2004
IataLYO,us,United States,lyo,Kansas,Lyons,Lyons-Rice County Municipal Airport,38.3428,-98.2269
IataLYU,us,United States,lyu,Minnesota,Ely,Ely Municipal Airport,47.8245,-91.8307
IataLZU,us,United States,lzu,Georgia,Lawrenceville,Gwinnett County Airport (Briscoe Field),33.9781,-83.9624
IataMAC,us,United States,mac,Georgia,Macon,Macon Downtown Airport,32.8221,-83.562
IataMAE,us,United States,mae,California,Madera,Madera Municipal Airport,36.9886,-120.112
IataMAF,us,United States,maf,Texas,Midland,Midland International Air and Space Port,31.9425,-102.202
IataMAW,us,United States,maw,Missouri,Malden,Malden Regional Airport,36.6006,-89.9922
IataMAZ,us,United States,maz,Massachusetts,Mayagüez,Eugenio Maria de Hostos Airport,18.2557,-67.1485
IataMBG,us,United States,mbg,South Dakota,Mobridge,Mobridge Municipal Airport,45.5465,-100.408
IataMBL,us,United States,mbl,Michigan,Manistee,Manistee County Blacker Airport,44.2724,-86.2469
IataMBS,us,United States,mbs,Michigan,Freeland,MBS International Airport,43.5329,-84.0796
IataMBY,us,United States,mby,Missouri,Moberly,Omar N. Bradley Airport,39.4639,-92.427
IataMCB,us,United States,mcb,Mississippi,McComb,McComb-Pike County Airport (John E. Lewis Field),31.1785,-90.4719
IataMCC,us,United States,mcc,California,Sacramento,McClellan Airfield,38.6676,-121.401
IataMCD,us,United States,mcd,Michigan,Mackinac Island,Mackinac Island Airport,45.8649,-84.6373
IataMCE,us,United States,mce,California,Merced,Merced Regional Airport (MacReady Field),37.2847,-120.514
IataMCF,us,United States,mcf,Florida,Tampa,MacDill Air Force Base,27.8493,-82.5212
IataMCG,us,United States,mcg,Alaska,McGrath,McGrath Airport,62.9529,-155.606
IataMCI,us,United States,mci,Missouri,Kansas City,Kansas City International Airport,39.2976,-94.7139
IataMCK,us,United States,mck,Nebraska,McCook,McCook Ben Nelson Regional Airport,40.2063,-100.592
IataMCL,us,United States,mcl,Alaska,Denali Park,McKinley National Park Airport,63.7326,-148.911
IataMCN,us,United States,mcn,Georgia,Macon,Middle Georgia Regional Airport,32.6928,-83.6492
IataMCO,us,United States,mco,Florida,Orlando,Orlando International Airport,28.4294,-81.309
IataMCW,us,United States,mcw,Iowa,Mason City,Mason City Municipal Airport,43.1578,-93.3313
IataMDD,us,United States,mdd,Texas,Midland,Midland Airpark,32.0365,-102.101
IataMDF,us,United States,mdf,Wisconsin,Medford,Taylor County Airport,45.101,-90.3033
IataMDH,us,United States,mdh,Illinois,Carbondale,Southern Illinois Airport,37.7781,-89.252
IataMDJ,us,United States,mdj,Oregon,Madras,Madras Municipal Airport,44.6702,-121.155
IataMDN,us,United States,mdn,Indiana,Madison,Madison Municipal Airport,38.7589,-85.4655
IataMDO,us,United States,mdo,Alaska,Middleton Island,Middleton Island Airport,59.4499,-146.307
IataMDT,us,United States,mdt,Pennsylvania,Harrisburg,Harrisburg International Airport,40.1935,-76.7634
IataMDW,us,United States,mdw,Illinois,Chicago,Chicago Midway International Airport,41.7861,-87.7525
IataMDY,us,United States,mdy,Hawaii,Sand Island,Henderson Field,28.2017,-177.381
IataMEI,us,United States,mei,Mississippi,Meridian,Meridian Regional Airport (Key Field),32.3326,-88.7519
IataMEJ,us,United States,mej,Pennsylvania,Meadville,Port Meadville Airport,41.6265,-80.2147
IataMEM,us,United States,mem,Tennessee,Memphis,Memphis International Airport,35.0424,-89.9767
IataMEO,us,United States,meo,North Carolina,Manteo,Dare County Regional Airport,35.919,-75.6955
IataMER,us,United States,mer,California,Merced,Castle Airport,37.3805,-120.568
IataMEV,us,United States,mev,Nevada,Minden,Minden-Tahoe Airport,39.0003,-119.751
IataMFD,us,United States,mfd,Ohio,Mansfield,Mansfield Lahm Regional Airport,40.8214,-82.5166
IataMFE,us,United States,mfe,Texas,McAllen,McAllen Miller International Airport,26.1758,-98.2386
IataMFH,us,United States,mfh,Nevada,Mesquite,Mesquite Airport,36.835,-114.055
IataMFI,us,United States,mfi,Wisconsin,Marshfield,Marshfield Municipal Airport,44.6369,-90.1893
IataMFR,us,United States,mfr,Oregon,Medford,Rogue Valley International-Medford Airport,42.3742,-122.873
IataMFV,us,United States,mfv,Virginia,Melfa,Accomack County Airport,37.6469,-75.7611
IataMGC,us,United States,mgc,Indiana,Michigan City,Michigan City Municipal Airport,41.7033,-86.8212
IataMGE,us,United States,mge,Georgia,Marietta,Dobbins Air Reserve Base,33.9154,-84.5163
IataMGI,us,United States,mgi,Texas,Matagorda Island,Aransas National Wildlife Refuge Airport,28.323,-96.464
IataMGJ,us,United States,mgj,New York,Montgomery,Orange County Airport,41.51,-74.2646
IataMGM,us,United States,mgm,Alabama,Montgomery,Montgomery Regional Airport (Dannelly Field),32.3006,-86.394
IataMGR,us,United States,mgr,Georgia,Moultrie,Moultrie Municipal Airport,31.0849,-83.8033
IataMGW,us,United States,mgw,West Virginia,Morgantown,Morgantown Municipal Airport (Walter L. Bill Hart Field),39.6429,-79.9163
IataMGY,us,United States,mgy,Ohio,Dayton,Dayton-Wright Brothers Airport,39.589,-84.2249
IataMHE,us,United States,mhe,South Dakota,Mitchell,Mitchell Municipal Airport,43.7748,-98.0386
IataMHK,us,United States,mhk,Kansas,Manhattan,Manhattan Regional Airport,39.141,-96.6708
IataMHL,us,United States,mhl,Missouri,Marshall,Marshall Memorial Municipal Airport,39.0958,-93.2029
IataMHN,us,United States,mhn,Nebraska,Mullen,Hooker County Airport,42.0422,-101.059
IataMHR,us,United States,mhr,California,Sacramento,Sacramento Mather Airport,38.5539,-121.298
IataMHS,us,United States,mhs,California,Dunsmuir,Dunsmuir Municipal-Mott Airport,41.2632,-122.272
IataMHT,us,United States,mht,New Hampshire,Manchester,Manchester-Boston Regional Airport,42.9326,-71.4357
IataMHV,us,United States,mhv,California,Mojave,Mojave Air and Space Port,35.0594,-118.152
IataMIA,us,United States,mia,Florida,Miami,Miami International Airport,25.7932,-80.2906
IataMIB,us,United States,mib,North Dakota,Minot,Minot Air Force Base,48.4156,-101.358
IataMIC,us,United States,mic,Minnesota,Minneapolis,Crystal Airport,45.062,-93.3539
IataMIE,us,United States,mie,Indiana,Muncie,Delaware County Regional Airport,40.2423,-85.3959
IataMIF,us,United States,mif,Texas,Monahans,Roy Hurd Memorial Airport,31.5825,-102.909
IataMIO,us,United States,mio,Oklahoma,Miami,Miami Municipal Airport,36.9092,-94.8875
IataMIQ,us,United States,miq,Nebraska,Omaha,Millard Airport,41.195,-96.1148
IataMIT,us,United States,mit,California,Shafter,Shafter Airport (Minter Field),35.5074,-119.192
IataMIV,us,United States,miv,New Jersey,Millville,Millville Municipal Airport,39.3678,-75.0722
IataMIW,us,United States,miw,Iowa,Marshalltown,Marshalltown Municipal Airport,42.1128,-92.9178
IataMJQ,us,United States,mjq,Minnesota,Jackson,Jackson Municipal Airport,43.65,-94.9867
IataMJX,us,United States,mjx,New Jersey,Toms River,Robert J. Miller Air Park (Ocean County Airport),39.9275,-74.2924
IataMKC,us,United States,mkc,Missouri,Kansas City,Charles B. Wheeler Downtown Airport,39.1232,-94.5928
IataMKE,us,United States,mke,Wisconsin,Milwaukee,General Mitchell International Airport,42.9472,-87.8966
IataMKG,us,United States,mkg,Michigan,Muskegon,Muskegon County Airport,43.1695,-86.2382
